Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                1.34    0.00 9981013/9981013     find(int, int, int) [2]
[7]      7.2    1.34    0.00 9981013+97900725 get_lmx(int, long long, int) [7]
                             97900725             get_lmx(int, long long, int) [7]
-----------------------------------------------
                             17104046             build(int, int, int) [8]
                0.22    0.00    9993/9993        main [1]
[8]      1.2    0.22    0.00    9993+17104046 build(int, int, int) [8]
                             17104046             build(int, int, int) [8]
-----------------------------------------------
                                                 <spontaneous>
[9]      0.5    0.09    0.00                 _fentry__ [9]
-----------------------------------------------
                0.00    0.03   19986/19986       main [1]
[10]     0.2    0.00    0.03   19986         std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::operator[](int const&) [10]
                0.00    0.03   19986/19986       std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::lower_bound(int const&) [11]
                0.00    0.00   15702/267702      std::less<int>::operator()(int const&, int const&) const [14]
                0.00    0.00    4284/4284        std::_Rb_tree_iterator<std::pair<int const, int> > std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<int const, int> >, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [16]
                0.00    0.00   35688/35688       std::_Rb_tree_iterator<std::pair<int const, int> >::operator*() const [37]
                0.00    0.00   19986/19986       std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::end() [45]
                0.00    0.00   19986/19991       std::_Rb_tree_iterator<std::pair<int const, int> >::operator==(std::_Rb_tree_iterator<std::pair<int const, int> > const&) const [44]
                0.00    0.00   15702/15702       std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::key_comp() const [51]
                0.00    0.00    4284/4284        std::tuple<int const&>::tuple<void, true>(int const&) [83]
                0.00    0.00    4284/4284        std::_Rb_tree_const_iterator<std::pair<int const, int> >::_Rb_tree_const_iterator(std::_Rb_tree_iterator<std::pair<int const, int> > const&) [79]
-----------------------------------------------
                0.00    0.03   19986/19986       std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::operator[](int const&) [10]
[11]     0.2    0.00    0.03   19986         std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::lower_bound(int const&) [11]
                0.00    0.03   19986/19986       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::lower_bound(int const&) [12]
-----------------------------------------------
                0.00    0.03   19986/19986       std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::lower_bound(int const&) [11]
[12]     0.2    0.00    0.03   19986         std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::lower_bound(int const&) [12]
                0.00    0.03   19986/19986       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int const, int> >*, std::_Rb_tree_node_base*, int const&) [13]
                0.00    0.00   19986/28559       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_end() [39]
                0.00    0.00   19986/19996       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_begin() [43]
-----------------------------------------------
                0.00    0.03   19986/19986       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::lower_bound(int const&) [12]
[13]     0.2    0.00    0.03   19986         std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int const, int> >*, std::_Rb_tree_node_base*, int const&) [13]
                0.02    0.00  243442/267702      std::less<int>::operator()(int const&, int const&) const [14]
                0.01    0.00  243442/252005      std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_S_key(std::_Rb_tree_node<std::pair<int const, int> > const*) [15]
                0.00    0.00  194029/197463      std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_S_right(std::_Rb_tree_node_base*) [25]
                0.00    0.00   49413/52847       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_S_left(std::_Rb_tree_node_base*) [31]
                0.00    0.00   19986/48550       std::_Rb_tree_iterator<std::pair<int const, int> >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [32]
-----------------------------------------------
                0.00    0.00    4279/267702      std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<int const, int> >*) [17]
                0.00    0.00    4279/267702      std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<int const, int> >, int const&) [18]
                0.00    0.00   15702/267702      std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::operator[](int const&) [10]
                0.02    0.00  243442/267702      std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int const, int> >*, std::_Rb_tree_node_base*, int const&) [13]
[14]     0.1    0.02    0.00  267702         std::less<int>::operator()(int const&, int const&) const [14]
-----------------------------------------------
                0.00    0.00    4279/252005      std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<int const, int> >*) [17]
                0.00    0.00    4284/252005      std::_Rb_tree_iterator<std::pair<int const, int> > std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<int const, int> >, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [16]
                0.01    0.00  243442/252005      std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int const, int> >*, std::_Rb_tree_node_base*, int const&) [13]
[15]     0.1    0.01    0.00  252005         std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_S_key(std::_Rb_tree_node<std::pair<int const, int> > const*) [15]
                0.00    0.00  252005/252005      std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_S_value(std::_Rb_tree_node<std::pair<int const, int> > const*) [24]
                0.00    0.00  252005/260563      std::_Select1st<std::pair<int const, int> >::operator()(std::pair<int const, int> const&) const [22]
-----------------------------------------------
                0.00    0.00    4284/4284        std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::operator[](int const&) [10]
[16]     0.0    0.00    0.00    4284         std::_Rb_tree_iterator<std::pair<int const, int> > std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<int const, int> >, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [16]
                0.00    0.00    4284/4284        std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<int const, int> >*) [17]
                0.00    0.00    4284/4284        std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<int const, int> >, int const&) [18]
                0.00    0.00    4284/252005      std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_S_key(std::_Rb_tree_node<std::pair<int const, int> > const*) [15]
                0.00    0.00    4284/21420       std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [41]
                0.00    0.00    4284/21420       std::tuple<int const&>&& std::forward<std::tuple<int const&> >(std::remove_reference<std::tuple<int const&> >::type&) [42]
                0.00    0.00    4284/21420       std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&) [40]
                0.00    0.00    4284/4284        std::_Rb_tree_node<std::pair<int const, int> >* std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_create_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [85]
-----------------------------------------------
                0.00    0.00    4284/4284        std::_Rb_tree_iterator<std::pair<int const, int> > std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<int const, int> >, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [16]
[17]     0.0    0.00    0.00    4284         std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<int const, int> >*) [17]
                0.00    0.00    4279/267702      std::less<int>::operator()(int const&, int const&) const [14]
                0.00    0.00    4279/252005      std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_S_key(std::_Rb_tree_node<std::pair<int const, int> > const*) [15]
                0.00    0.00    4284/28559       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_end() [39]
                0.00    0.00    4284/48550       std::_Rb_tree_iterator<std::pair<int const, int> >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [32]
                0.00    0.00    4279/8558        std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_S_key(std::_Rb_tree_node_base const*) [68]
-----------------------------------------------
                0.00    0.00    4284/4284        std::_Rb_tree_iterator<std::pair<int const, int> > std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<int const, int> >, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [16]
[18]     0.0    0.00    0.00    4284         std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<int const, int> >, int const&) [18]
                0.00    0.00    4279/267702      std::less<int>::operator()(int const&, int const&) const [14]
                0.00    0.00    8558/8558        std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_rightmost() [67]
                0.00    0.00    4284/4284        std::_Rb_tree_const_iterator<std::pair<int const, int> >::_M_const_cast() const [73]
                0.00    0.00    4284/28559       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_end() [39]
                0.00    0.00    4284/4284        std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::size() const [74]
                0.00    0.00    4279/8558        std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_S_key(std::_Rb_tree_node_base const*) [68]
                0.00    0.00    4279/4279        std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node_base* const&, std::_Rb_tree_node_base*&) [90]
                0.00    0.00       5/5           std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_get_insert_unique_pos(int const&) [123]
-----------------------------------------------
                0.00    0.00  260563/260563      std::_Rb_tree_node<std::pair<int const, int> >::_M_valptr() const [23]
[20]     0.0    0.00    0.00  260563         __gnu_cxx::__aligned_membuf<std::pair<int const, int> >::_M_ptr() const [20]
                0.00    0.00  260563/260563      __gnu_cxx::__aligned_membuf<std::pair<int const, int> >::_M_addr() const [21]
-----------------------------------------------
                0.00    0.00  260563/260563      __gnu_cxx::__aligned_membuf<std::pair<int const, int> >::_M_ptr() const [20]
[21]     0.0    0.00    0.00  260563         __gnu_cxx::__aligned_membuf<std::pair<int const, int> >::_M_addr() const [21]
-----------------------------------------------
                0.00    0.00    8558/260563      std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_S_key(std::_Rb_tree_node_base const*) [68]
                0.00    0.00  252005/260563      std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_S_key(std::_Rb_tree_node<std::pair<int const, int> > const*) [15]
[22]     0.0    0.00    0.00  260563         std::_Select1st<std::pair<int const, int> >::operator()(std::pair<int const, int> const&) const [22]
-----------------------------------------------
                0.00    0.00    8558/260563      std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_S_value(std::_Rb_tree_node_base const*) [69]
                0.00    0.00  252005/260563      std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_S_value(std::_Rb_tree_node<std::pair<int const, int> > const*) [24]
[23]     0.0    0.00    0.00  260563         std::_Rb_tree_node<std::pair<int const, int> >::_M_valptr() const [23]
                0.00    0.00  260563/260563      __gnu_cxx::__aligned_membuf<std::pair<int const, int> >::_M_ptr() const [20]
-----------------------------------------------
                0.00    0.00  252005/252005      std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_S_key(std::_Rb_tree_node<std::pair<int const, int> > const*) [15]
[24]     0.0    0.00    0.00  252005         std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_S_value(std::_Rb_tree_node<std::pair<int const, int> > const*) [24]
                0.00    0.00  252005/260563      std::_Rb_tree_node<std::pair<int const, int> >::_M_valptr() const [23]
-----------------------------------------------
                0.00    0.00    3434/197463      std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, int> >*) [126]
                0.00    0.00  194029/197463      std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int const, int> >*, std::_Rb_tree_node_base*, int const&) [13]
[25]     0.0    0.00    0.00  197463         std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_S_right(std::_Rb_tree_node_base*) [25]
-----------------------------------------------
                0.00    0.00   36036/131400      bool __gnu_cxx::__ops::_Val_comp_iter<bool (*)(nd const&, nd const&)>::operator()<nd, nd*>(nd&, nd*) [36]
                0.00    0.00   95364/131400      bool __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(nd const&, nd const&)>::operator()<nd*, nd*>(nd*, nd*) [29]
[26]     0.0    0.00    0.00  131400         cmp(nd const&, nd const&) [26]
-----------------------------------------------
                0.00    0.00      18/101846      void std::__insertion_sort<nd*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(nd const&, nd const&)> >(nd*, nd*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(nd const&, nd const&)>) [127]
                0.00    0.00   46022/101846      void std::__unguarded_linear_insert<nd*, __gnu_cxx::__ops::_Val_comp_iter<bool (*)(nd const&, nd const&)> >(nd*, __gnu_cxx::__ops::_Val_comp_iter<bool (*)(nd const&, nd const&)>) [58]
                0.00    0.00   55806/101846      std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<nd> >, std::is_move_constructible<nd>, std::is_move_assignable<nd> >::value, void>::type std::swap<nd>(nd&, nd&) [49]
[27]     0.0    0.00    0.00  101846         std::remove_reference<nd&>::type&& std::move<nd&>(nd&) [27]
-----------------------------------------------
                0.00    0.00      26/99061       void std::__insertion_sort<int*, __gnu_cxx::__ops::_Iter_less_iter>(int*, int*, __gnu_cxx::__ops::_Iter_less_iter) [128]
                0.00    0.00   42533/99061       void std::__unguarded_linear_insert<int*, __gnu_cxx::__ops::_Val_less_iter>(int*, __gnu_cxx::__ops::_Val_less_iter) [61]
                0.00    0.00   56502/99061       std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<int> >, std::is_move_constructible<int>, std::is_move_assignable<int> >::value, void>::type std::swap<int>(int&, int&) [47]
[28]     0.0    0.00    0.00   99061         std::remove_reference<int&>::type&& std::move<int&>(int&) [28]
-----------------------------------------------
                0.00    0.00      75/95364       void std::__insertion_sort<nd*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(nd const&, nd const&)> >(nd*, nd*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(nd const&, nd const&)>) [127]
                0.00    0.00    2681/95364       void std::__move_median_to_first<nd*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(nd const&, nd const&)> >(nd*, nd*, nd*, nd*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(nd const&, nd const&)>) [99]
                0.00    0.00   92608/95364       nd* std::__unguarded_partition<nd*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(nd const&, nd const&)> >(nd*, nd*, nd*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(nd const&, nd const&)>) [98]
[29]     0.0    0.00    0.00   95364         bool __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(nd const&, nd const&)>::operator()<nd*, nd*>(nd*, nd*) [29]
                0.00    0.00   95364/131400      cmp(nd const&, nd const&) [26]
-----------------------------------------------
                0.00    0.00      75/93226       void std::__insertion_sort<int*, __gnu_cxx::__ops::_Iter_less_iter>(int*, int*, __gnu_cxx::__ops::_Iter_less_iter) [128]
                0.00    0.00    2605/93226       void std::__move_median_to_first<int*, __gnu_cxx::__ops::_Iter_less_iter>(int*, int*, int*, int*, __gnu_cxx::__ops::_Iter_less_iter) [102]
                0.00    0.00   90546/93226       int* std::__unguarded_partition<int*, __gnu_cxx::__ops::_Iter_less_iter>(int*, int*, int*, __gnu_cxx::__ops::_Iter_less_iter) [101]
[30]     0.0    0.00    0.00   93226         bool __gnu_cxx::__ops::_Iter_less_iter::operator()<int*, int*>(int*, int*) const [30]
-----------------------------------------------
                0.00    0.00    3434/52847       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, int> >*) [126]
                0.00    0.00   49413/52847       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int const, int> >*, std::_Rb_tree_node_base*, int const&) [13]
[31]     0.0    0.00    0.00   52847         std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_S_left(std::_Rb_tree_node_base*) [31]
-----------------------------------------------
                0.00    0.00       5/48550       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_get_insert_unique_pos(int const&) [123]
                0.00    0.00       5/48550       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::begin() [124]
                0.00    0.00    4284/48550       std::_Rb_tree_const_iterator<std::pair<int const, int> >::_M_const_cast() const [73]
                0.00    0.00    4284/48550       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<int const, int> >*) [17]
                0.00    0.00   19986/48550       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int const, int> >*, std::_Rb_tree_node_base*, int const&) [13]
                0.00    0.00   19986/48550       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::end() [46]
[32]     0.0    0.00    0.00   48550         std::_Rb_tree_iterator<std::pair<int const, int> >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [32]
-----------------------------------------------
                0.00    0.00   43406/43406       std::_Rb_tree_node<std::pair<int const, int> >::_M_valptr() [35]
[33]     0.0    0.00    0.00   43406         __gnu_cxx::__aligned_membuf<std::pair<int const, int> >::_M_ptr() [33]
                0.00    0.00   43406/43406       __gnu_cxx::__aligned_membuf<std::pair<int const, int> >::_M_addr() [34]
-----------------------------------------------
                0.00    0.00   43406/43406       __gnu_cxx::__aligned_membuf<std::pair<int const, int> >::_M_ptr() [33]
[34]     0.0    0.00    0.00   43406         __gnu_cxx::__aligned_membuf<std::pair<int const, int> >::_M_addr() [34]
-----------------------------------------------
                0.00    0.00    3434/43406       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<int const, int> >*) [97]
                0.00    0.00    4284/43406       void std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_node<std::pair<int const, int> >*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [86]
                0.00    0.00   35688/43406       std::_Rb_tree_iterator<std::pair<int const, int> >::operator*() const [37]
[35]     0.0    0.00    0.00   43406         std::_Rb_tree_node<std::pair<int const, int> >::_M_valptr() [35]
                0.00    0.00   43406/43406       __gnu_cxx::__aligned_membuf<std::pair<int const, int> >::_M_ptr() [33]
-----------------------------------------------
                0.00    0.00   36036/36036       void std::__unguarded_linear_insert<nd*, __gnu_cxx::__ops::_Val_comp_iter<bool (*)(nd const&, nd const&)> >(nd*, __gnu_cxx::__ops::_Val_comp_iter<bool (*)(nd const&, nd const&)>) [58]
[36]     0.0    0.00    0.00   36036         bool __gnu_cxx::__ops::_Val_comp_iter<bool (*)(nd const&, nd const&)>::operator()<nd, nd*>(nd&, nd*) [36]
                0.00    0.00   36036/131400      cmp(nd const&, nd const&) [26]
-----------------------------------------------
                0.00    0.00   35688/35688       std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::operator[](int const&) [10]
[37]     0.0    0.00    0.00   35688         std::_Rb_tree_iterator<std::pair<int const, int> >::operator*() const [37]
                0.00    0.00   35688/43406       std::_Rb_tree_node<std::pair<int const, int> >::_M_valptr() [35]
-----------------------------------------------
                0.00    0.00   32558/32558       void std::__unguarded_linear_insert<int*, __gnu_cxx::__ops::_Val_less_iter>(int*, __gnu_cxx::__ops::_Val_less_iter) [61]
[38]     0.0    0.00    0.00   32558         bool __gnu_cxx::__ops::_Val_less_iter::operator()<int, int*>(int&, int*) const [38]
-----------------------------------------------
                0.00    0.00       5/28559       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_get_insert_unique_pos(int const&) [123]
                0.00    0.00    4284/28559       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<int const, int> >*) [17]
                0.00    0.00    4284/28559       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<int const, int> >, int const&) [18]
                0.00    0.00   19986/28559       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::lower_bound(int const&) [12]
[39]     0.0    0.00    0.00   28559         std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_end() [39]
-----------------------------------------------
                0.00    0.00    4284/21420       void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::construct<std::pair<int const, int>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::pair<int const, int>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [71]
                0.00    0.00    4284/21420       void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, int> > > >::construct<std::pair<int const, int>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::allocator<std::_Rb_tree_node<std::pair<int const, int> > >&, std::pair<int const, int>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [78]
