Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.00    4284/4284        void std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_node<std::pair<int const, int> >*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [86]
[78]     0.0    0.00    0.00    4284         void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, int> > > >::construct<std::pair<int const, int>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::allocator<std::_Rb_tree_node<std::pair<int const, int> > >&, std::pair<int const, int>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [78]
                0.00    0.00    4284/21420       std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [41]
                0.00    0.00    4284/21420       std::tuple<int const&>&& std::forward<std::tuple<int const&> >(std::remove_reference<std::tuple<int const&> >::type&) [42]
                0.00    0.00    4284/21420       std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&) [40]
                0.00    0.00    4284/4284        void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::construct<std::pair<int const, int>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::pair<int const, int>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [71]
-----------------------------------------------
                0.00    0.00    4284/4284        std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::operator[](int const&) [10]
[79]     0.0    0.00    0.00    4284         std::_Rb_tree_const_iterator<std::pair<int const, int> >::_Rb_tree_const_iterator(std::_Rb_tree_iterator<std::pair<int const, int> > const&) [79]
-----------------------------------------------
                0.00    0.00    4284/4284        void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::construct<std::pair<int const, int>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::pair<int const, int>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [71]
[80]     0.0    0.00    0.00    4284         std::pair<int const, int>::pair<int const&>(std::piecewise_construct_t, std::tuple<int const&>, std::tuple<>) [80]
                0.00    0.00    4284/4284        std::pair<int const, int>::pair<int const&, 0u>(std::tuple<int const&>&, std::tuple<>&, std::_Index_tuple<0u>, std::_Index_tuple<>) [81]
-----------------------------------------------
                0.00    0.00    4284/4284        std::pair<int const, int>::pair<int const&>(std::piecewise_construct_t, std::tuple<int const&>, std::tuple<>) [80]
[81]     0.0    0.00    0.00    4284         std::pair<int const, int>::pair<int const&, 0u>(std::tuple<int const&>&, std::tuple<>&, std::_Index_tuple<0u>, std::_Index_tuple<>) [81]
                0.00    0.00    4284/4284        std::tuple_element<0u, std::tuple<int const&> >::type& std::get<0u, int const&>(std::tuple<int const&>&) [88]
                0.00    0.00    4284/8568        int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [65]
-----------------------------------------------
                0.00    0.00    4284/4284        void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::construct<std::pair<int const, int>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::pair<int const, int>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [71]
[82]     0.0    0.00    0.00    4284         std::tuple<int const&>::tuple(std::tuple<int const&>&&) [82]
                0.00    0.00    4284/4284        std::_Tuple_impl<0u, int const&>::_Tuple_impl(std::_Tuple_impl<0u, int const&>&&) [75]
-----------------------------------------------
                0.00    0.00    4284/4284        std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::operator[](int const&) [10]
[83]     0.0    0.00    0.00    4284         std::tuple<int const&>::tuple<void, true>(int const&) [83]
                0.00    0.00    4284/4284        std::_Tuple_impl<0u, int const&>::_Tuple_impl(int const&) [76]
-----------------------------------------------
                0.00    0.00    4284/4284        std::_Rb_tree_node<std::pair<int const, int> >* std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_create_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [85]
[84]     0.0    0.00    0.00    4284         std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_get_node() [84]
                0.00    0.00    4284/15436       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_get_Node_allocator() [53]
                0.00    0.00    4284/4284        std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, int> > > >::allocate(std::allocator<std::_Rb_tree_node<std::pair<int const, int> > >&, unsigned int) [77]
-----------------------------------------------
                0.00    0.00    4284/4284        std::_Rb_tree_iterator<std::pair<int const, int> > std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<int const, int> >, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [16]
[85]     0.0    0.00    0.00    4284         std::_Rb_tree_node<std::pair<int const, int> >* std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_create_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [85]
                0.00    0.00    4284/4284        std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_get_node() [84]
                0.00    0.00    4284/21420       std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [41]
                0.00    0.00    4284/21420       std::tuple<int const&>&& std::forward<std::tuple<int const&> >(std::remove_reference<std::tuple<int const&> >::type&) [42]
                0.00    0.00    4284/21420       std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&) [40]
                0.00    0.00    4284/4284        void std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_node<std::pair<int const, int> >*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [86]
-----------------------------------------------
                0.00    0.00    4284/4284        std::_Rb_tree_node<std::pair<int const, int> >* std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_create_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [85]
[86]     0.0    0.00    0.00    4284         void std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_node<std::pair<int const, int> >*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [86]
                0.00    0.00    4284/8568        operator new(unsigned int, void*) [66]
                0.00    0.00    4284/21420       std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [41]
                0.00    0.00    4284/21420       std::tuple<int const&>&& std::forward<std::tuple<int const&> >(std::remove_reference<std::tuple<int const&> >::type&) [42]
                0.00    0.00    4284/21420       std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&) [40]
                0.00    0.00    4284/43406       std::_Rb_tree_node<std::pair<int const, int> >::_M_valptr() [35]
                0.00    0.00    4284/15436       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_get_Node_allocator() [53]
                0.00    0.00    4284/4284        void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, int> > > >::construct<std::pair<int const, int>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::allocator<std::_Rb_tree_node<std::pair<int const, int> > >&, std::pair<int const, int>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [78]
-----------------------------------------------
                0.00    0.00    4284/4284        std::tuple_element<0u, std::tuple<int const&> >::type& std::get<0u, int const&>(std::tuple<int const&>&) [88]
[87]     0.0    0.00    0.00    4284         int const& std::__get_helper<0u, int const&>(std::_Tuple_impl<0u, int const&>&) [87]
                0.00    0.00    4284/8568        std::_Tuple_impl<0u, int const&>::_M_head(std::_Tuple_impl<0u, int const&>&) [64]
-----------------------------------------------
                0.00    0.00    4284/4284        std::pair<int const, int>::pair<int const&, 0u>(std::tuple<int const&>&, std::tuple<>&, std::_Index_tuple<0u>, std::_Index_tuple<>) [81]
[88]     0.0    0.00    0.00    4284         std::tuple_element<0u, std::tuple<int const&> >::type& std::get<0u, int const&>(std::tuple<int const&>&) [88]
                0.00    0.00    4284/4284        int const& std::__get_helper<0u, int const&>(std::_Tuple_impl<0u, int const&>&) [87]
-----------------------------------------------
                0.00    0.00       5/4284        std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::pair<int const, int> >*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<std::pair<int const, int> >*&, std::_Rb_tree_node_base*&) [122]
                0.00    0.00    4279/4284        std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node_base* const&, std::_Rb_tree_node_base*&) [90]
[89]     0.0    0.00    0.00    4284         std::_Rb_tree_node_base*& std::forward<std::_Rb_tree_node_base*&>(std::remove_reference<std::_Rb_tree_node_base*&>::type&) [89]
-----------------------------------------------
                0.00    0.00    4279/4279        std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<int const, int> >, int const&) [18]
[90]     0.0    0.00    0.00    4279         std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node_base* const&, std::_Rb_tree_node_base*&) [90]
                0.00    0.00    4279/4284        std::_Rb_tree_node_base*& std::forward<std::_Rb_tree_node_base*&>(std::remove_reference<std::_Rb_tree_node_base*&>::type&) [89]
-----------------------------------------------
                0.00    0.00    3434/3434        std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, int> > > >::deallocate(std::allocator<std::_Rb_tree_node<std::pair<int const, int> > >&, std::_Rb_tree_node<std::pair<int const, int> >*, unsigned int) [93]
[91]     0.0    0.00    0.00    3434         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::deallocate(std::_Rb_tree_node<std::pair<int const, int> >*, unsigned int) [91]
-----------------------------------------------
                0.00    0.00    3434/3434        void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, int> > > >::destroy<std::pair<int const, int> >(std::allocator<std::_Rb_tree_node<std::pair<int const, int> > >&, std::pair<int const, int>*) [94]
[92]     0.0    0.00    0.00    3434         void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::destroy<std::pair<int const, int> >(std::pair<int const, int>*) [92]
-----------------------------------------------
                0.00    0.00    3434/3434        std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_put_node(std::_Rb_tree_node<std::pair<int const, int> >*) [95]
[93]     0.0    0.00    0.00    3434         std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, int> > > >::deallocate(std::allocator<std::_Rb_tree_node<std::pair<int const, int> > >&, std::_Rb_tree_node<std::pair<int const, int> >*, unsigned int) [93]
                0.00    0.00    3434/3434        __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::deallocate(std::_Rb_tree_node<std::pair<int const, int> >*, unsigned int) [91]
-----------------------------------------------
                0.00    0.00    3434/3434        std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<int const, int> >*) [97]
[94]     0.0    0.00    0.00    3434         void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, int> > > >::destroy<std::pair<int const, int> >(std::allocator<std::_Rb_tree_node<std::pair<int const, int> > >&, std::pair<int const, int>*) [94]
                0.00    0.00    3434/3434        void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::destroy<std::pair<int const, int> >(std::pair<int const, int>*) [92]
-----------------------------------------------
                0.00    0.00    3434/3434        std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_drop_node(std::_Rb_tree_node<std::pair<int const, int> >*) [96]
[95]     0.0    0.00    0.00    3434         std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_put_node(std::_Rb_tree_node<std::pair<int const, int> >*) [95]
                0.00    0.00    3434/15436       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_get_Node_allocator() [53]
                0.00    0.00    3434/3434        std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, int> > > >::deallocate(std::allocator<std::_Rb_tree_node<std::pair<int const, int> > >&, std::_Rb_tree_node<std::pair<int const, int> >*, unsigned int) [93]
-----------------------------------------------
                0.00    0.00    3434/3434        std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, int> >*) [126]
[96]     0.0    0.00    0.00    3434         std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_drop_node(std::_Rb_tree_node<std::pair<int const, int> >*) [96]
                0.00    0.00    3434/3434        std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<int const, int> >*) [97]
                0.00    0.00    3434/3434        std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_put_node(std::_Rb_tree_node<std::pair<int const, int> >*) [95]
-----------------------------------------------
                0.00    0.00    3434/3434        std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_drop_node(std::_Rb_tree_node<std::pair<int const, int> >*) [96]
[97]     0.0    0.00    0.00    3434         std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<int const, int> >*) [97]
                0.00    0.00    3434/43406       std::_Rb_tree_node<std::pair<int const, int> >::_M_valptr() [35]
                0.00    0.00    3434/15436       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_get_Node_allocator() [53]
                0.00    0.00    3434/3434        void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, int> > > >::destroy<std::pair<int const, int> >(std::allocator<std::_Rb_tree_node<std::pair<int const, int> > >&, std::pair<int const, int>*) [94]
-----------------------------------------------
                0.00    0.00    1053/1053        nd* std::__unguarded_partition_pivot<nd*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(nd const&, nd const&)> >(nd*, nd*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(nd const&, nd const&)>) [100]
[98]     0.0    0.00    0.00    1053         nd* std::__unguarded_partition<nd*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(nd const&, nd const&)> >(nd*, nd*, nd*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(nd const&, nd const&)>) [98]
                0.00    0.00   92608/95364       bool __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(nd const&, nd const&)>::operator()<nd*, nd*>(nd*, nd*) [29]
                0.00    0.00   17549/18602       void std::iter_swap<nd*, nd*>(nd*, nd*) [50]
-----------------------------------------------
                0.00    0.00    1053/1053        nd* std::__unguarded_partition_pivot<nd*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(nd const&, nd const&)> >(nd*, nd*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(nd const&, nd const&)>) [100]
[99]     0.0    0.00    0.00    1053         void std::__move_median_to_first<nd*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(nd const&, nd const&)> >(nd*, nd*, nd*, nd*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(nd const&, nd const&)>) [99]
                0.00    0.00    2681/95364       bool __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(nd const&, nd const&)>::operator()<nd*, nd*>(nd*, nd*) [29]
                0.00    0.00    1053/18602       void std::iter_swap<nd*, nd*>(nd*, nd*) [50]
-----------------------------------------------
                0.00    0.00    1053/1053        void std::__introsort_loop<nd*, int, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(nd const&, nd const&)> >(nd*, nd*, int, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(nd const&, nd const&)>) [129]
[100]    0.0    0.00    0.00    1053         nd* std::__unguarded_partition_pivot<nd*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(nd const&, nd const&)> >(nd*, nd*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(nd const&, nd const&)>) [100]
                0.00    0.00    1053/1053        void std::__move_median_to_first<nd*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(nd const&, nd const&)> >(nd*, nd*, nd*, nd*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(nd const&, nd const&)>) [99]
                0.00    0.00    1053/1053        nd* std::__unguarded_partition<nd*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(nd const&, nd const&)> >(nd*, nd*, nd*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(nd const&, nd const&)>) [98]
-----------------------------------------------
                0.00    0.00    1005/1005        int* std::__unguarded_partition_pivot<int*, __gnu_cxx::__ops::_Iter_less_iter>(int*, int*, __gnu_cxx::__ops::_Iter_less_iter) [103]
[101]    0.0    0.00    0.00    1005         int* std::__unguarded_partition<int*, __gnu_cxx::__ops::_Iter_less_iter>(int*, int*, int*, __gnu_cxx::__ops::_Iter_less_iter) [101]
                0.00    0.00   90546/93226       bool __gnu_cxx::__ops::_Iter_less_iter::operator()<int*, int*>(int*, int*) const [30]
                0.00    0.00   17829/18834       void std::iter_swap<int*, int*>(int*, int*) [48]
-----------------------------------------------
                0.00    0.00    1005/1005        int* std::__unguarded_partition_pivot<int*, __gnu_cxx::__ops::_Iter_less_iter>(int*, int*, __gnu_cxx::__ops::_Iter_less_iter) [103]
[102]    0.0    0.00    0.00    1005         void std::__move_median_to_first<int*, __gnu_cxx::__ops::_Iter_less_iter>(int*, int*, int*, int*, __gnu_cxx::__ops::_Iter_less_iter) [102]
                0.00    0.00    2605/93226       bool __gnu_cxx::__ops::_Iter_less_iter::operator()<int*, int*>(int*, int*) const [30]
                0.00    0.00    1005/18834       void std::iter_swap<int*, int*>(int*, int*) [48]
-----------------------------------------------
                0.00    0.00    1005/1005        void std::__introsort_loop<int*, int, __gnu_cxx::__ops::_Iter_less_iter>(int*, int*, int, __gnu_cxx::__ops::_Iter_less_iter) [130]
[103]    0.0    0.00    0.00    1005         int* std::__unguarded_partition_pivot<int*, __gnu_cxx::__ops::_Iter_less_iter>(int*, int*, __gnu_cxx::__ops::_Iter_less_iter) [103]
                0.00    0.00    1005/1005        void std::__move_median_to_first<int*, __gnu_cxx::__ops::_Iter_less_iter>(int*, int*, int*, int*, __gnu_cxx::__ops::_Iter_less_iter) [102]
                0.00    0.00    1005/1005        int* std::__unguarded_partition<int*, __gnu_cxx::__ops::_Iter_less_iter>(int*, int*, int*, __gnu_cxx::__ops::_Iter_less_iter) [101]
-----------------------------------------------
                0.00    0.00      39/39          int* std::__copy_move_backward_a2<true, int*, int*>(int*, int*, int*) [111]
[104]    0.0    0.00    0.00      39         int* std::__niter_base<int*>(int*) [104]
-----------------------------------------------
                0.00    0.00      27/27          nd* std::__copy_move_backward_a2<true, nd*, nd*>(nd*, nd*, nd*) [116]
[105]    0.0    0.00    0.00      27         nd* std::__niter_base<nd*>(nd*) [105]
-----------------------------------------------
                0.00    0.00      26/26          int* std::move_backward<int*, int*>(int*, int*, int*) [109]
[106]    0.0    0.00    0.00      26         int* std::__miter_base<int*>(int*) [106]
-----------------------------------------------
                0.00    0.00      18/18          nd* std::move_backward<nd*, nd*>(nd*, nd*, nd*) [114]
[107]    0.0    0.00    0.00      18         nd* std::__miter_base<nd*>(nd*) [107]
-----------------------------------------------
                0.00    0.00      13/13          int* std::__copy_move_backward_a<true, int*, int*>(int*, int*, int*) [110]
[108]    0.0    0.00    0.00      13         int* std::__copy_move_backward<true, true, std::random_access_iterator_tag>::__copy_move_b<int>(int const*, int const*, int*) [108]
-----------------------------------------------
                0.00    0.00      13/13          void std::__insertion_sort<int*, __gnu_cxx::__ops::_Iter_less_iter>(int*, int*, __gnu_cxx::__ops::_Iter_less_iter) [128]
[109]    0.0    0.00    0.00      13         int* std::move_backward<int*, int*>(int*, int*, int*) [109]
                0.00    0.00      26/26          int* std::__miter_base<int*>(int*) [106]
                0.00    0.00      13/13          int* std::__copy_move_backward_a2<true, int*, int*>(int*, int*, int*) [111]
-----------------------------------------------
                0.00    0.00      13/13          int* std::__copy_move_backward_a2<true, int*, int*>(int*, int*, int*) [111]
[110]    0.0    0.00    0.00      13         int* std::__copy_move_backward_a<true, int*, int*>(int*, int*, int*) [110]
                0.00    0.00      13/13          int* std::__copy_move_backward<true, true, std::random_access_iterator_tag>::__copy_move_b<int>(int const*, int const*, int*) [108]
-----------------------------------------------
                0.00    0.00      13/13          int* std::move_backward<int*, int*>(int*, int*, int*) [109]
[111]    0.0    0.00    0.00      13         int* std::__copy_move_backward_a2<true, int*, int*>(int*, int*, int*) [111]
                0.00    0.00      39/39          int* std::__niter_base<int*>(int*) [104]
                0.00    0.00      13/13          int* std::__copy_move_backward_a<true, int*, int*>(int*, int*, int*) [110]
-----------------------------------------------
                0.00    0.00       5/10          void std::__sort<nd*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(nd const&, nd const&)> >(nd*, nd*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(nd const&, nd const&)>) [137]
                0.00    0.00       5/10          void std::__sort<int*, __gnu_cxx::__ops::_Iter_less_iter>(int*, int*, __gnu_cxx::__ops::_Iter_less_iter) [138]
[112]    0.0    0.00    0.00      10         std::__lg(int) [112]
-----------------------------------------------
                0.00    0.00       9/9           nd* std::__copy_move_backward_a<true, nd*, nd*>(nd*, nd*, nd*) [115]
[113]    0.0    0.00    0.00       9         nd* std::__copy_move_backward<true, true, std::random_access_iterator_tag>::__copy_move_b<nd>(nd const*, nd const*, nd*) [113]
-----------------------------------------------
                0.00    0.00       9/9           void std::__insertion_sort<nd*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(nd const&, nd const&)> >(nd*, nd*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(nd const&, nd const&)>) [127]
[114]    0.0    0.00    0.00       9         nd* std::move_backward<nd*, nd*>(nd*, nd*, nd*) [114]
                0.00    0.00      18/18          nd* std::__miter_base<nd*>(nd*) [107]
                0.00    0.00       9/9           nd* std::__copy_move_backward_a2<true, nd*, nd*>(nd*, nd*, nd*) [116]
-----------------------------------------------
                0.00    0.00       9/9           nd* std::__copy_move_backward_a2<true, nd*, nd*>(nd*, nd*, nd*) [116]
[115]    0.0    0.00    0.00       9         nd* std::__copy_move_backward_a<true, nd*, nd*>(nd*, nd*, nd*) [115]
                0.00    0.00       9/9           nd* std::__copy_move_backward<true, true, std::random_access_iterator_tag>::__copy_move_b<nd>(nd const*, nd const*, nd*) [113]
-----------------------------------------------
                0.00    0.00       9/9           nd* std::move_backward<nd*, nd*>(nd*, nd*, nd*) [114]
[116]    0.0    0.00    0.00       9         nd* std::__copy_move_backward_a2<true, nd*, nd*>(nd*, nd*, nd*) [116]
                0.00    0.00      27/27          nd* std::__niter_base<nd*>(nd*) [105]
                0.00    0.00       9/9           nd* std::__copy_move_backward_a<true, nd*, nd*>(nd*, nd*, nd*) [115]
-----------------------------------------------
                0.00    0.00       5/5           __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(nd const&, nd const&)> __gnu_cxx::__ops::__iter_comp_iter<bool (*)(nd const&, nd const&)>(bool (*)(nd const&, nd const&)) [118]
[117]    0.0    0.00    0.00       5         __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(nd const&, nd const&)>::_Iter_comp_iter(bool (*)(nd const&, nd const&)) [117]
                0.00    0.00       5/9996        std::remove_reference<bool (*&)(nd const&, nd const&)>::type&& std::move<bool (*&)(nd const&, nd const&)>(bool (*&)(nd const&, nd const&)) [55]
-----------------------------------------------
                0.00    0.00       5/5           void std::sort<nd*, bool (*)(nd const&, nd const&)>(nd*, nd*, bool (*)(nd const&, nd const&)) [135]
[118]    0.0    0.00    0.00       5         __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(nd const&, nd const&)> __gnu_cxx::__ops::__iter_comp_iter<bool (*)(nd const&, nd const&)>(bool (*)(nd const&, nd const&)) [118]
                0.00    0.00       5/9996        std::remove_reference<bool (*&)(nd const&, nd const&)>::type&& std::move<bool (*&)(nd const&, nd const&)>(bool (*&)(nd const&, nd const&)) [55]
                0.00    0.00       5/5           __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(nd const&, nd const&)>::_Iter_comp_iter(bool (*)(nd const&, nd const&)) [117]
-----------------------------------------------
                0.00    0.00       5/5           void std::sort<int*>(int*, int*) [136]
[119]    0.0    0.00    0.00       5         __gnu_cxx::__ops::__iter_less_iter() [119]
-----------------------------------------------
                0.00    0.00       5/5           std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::clear() [125]
[120]    0.0    0.00    0.00       5         std::_Rb_tree_header::_M_reset() [120]
-----------------------------------------------
                0.00    0.00       5/5           main [1]
[121]    0.0    0.00    0.00       5         std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::clear() [121]
                0.00    0.00       5/5           std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::clear() [125]
-----------------------------------------------
